Sigla do Cliente;Nome do cliente;Código do cliente;SE;Número do contrato;Status do contrato no ERP;CNPJ do Cliente;CDIP de Abrangência;e-Carta Integração;Armazenamento;Prazo de Armazenamento;Status do contrato no SGD;Fragmentação
MSO;ENERGISA MS;3737;SUPERINTENDENCIA ESTADUAL MS  ;9912258272;Ativo;15413826000150;CDIP - Curitiba;Sim;Sim;180;Ativo;Sim
MSZ;ENERGISA SA;7810;SUPERINTENDENCIA ESTADUAL MG  ;9912357810;Ativo;00864214000106;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
YW;EPHARMA PBM DO BRASIL S A;3996;SUPERINTENDENCIA ESTADUAL SPM ;9912313996;Ativo;03448808000124;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
PRE;EPR LITORAL PIONEIRO S A;4877;SUPERINTENDENCIA ESTADUAL PR  ;9912654877;Ativo;51137031000120;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
PAL;EPTI;3045;SUPERINTENDENCIA ESTADUAL PE  ;9912563045;Ativo;13526225000128;Desativado - CDIP/FLN2;Não;Não;0;Ativo;Sim
PAH;EQUATORIAL PARA DISTRIB DE ENERGIA SA;6532;SUPERINTENDENCIA ESTADUAL PA  ;9912366532;Ativo;04895728000180;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
SE;ES GOV GAB GOV PROCURADORIA GER EST PGE;4995;SUPERINTENDENCIA ESTADUAL ES  ;9912414995;Ativo;27080530000909;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
ES;ESCELSA - ESPIRITO STO CENTRAIS ELETRICA;8801;SUPERINTENDENCIA ESTADUAL ES  ;9912301463;Ativo;28152650000171;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
STF;ESPECIAL 30 SA;7569;SUPERINTENDENCIA ESTADUAL SPM ;9912677569;Ativo;57623197000132;Desativado - CDIP/SPM3;Sim;Sim;180;Ativo;Sim
RJW;ESSOR SEGUROS S A;4358;SUPERINTENDENCIA ESTADUAL RJ  ;9912344358;Ativo;14525684000150;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
STY;EST UNIF;5104;SUPERINTENDENCIA ESTADUAL SPM ;9912275104;Ativo;60701190000104;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
SRH;EST UNIF - MRS;5106;SUPERINTENDENCIA ESTADUAL SPM ;9912275104;Ativo;60701190000104;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
DGC;ESTABELECIMENTO UNIFICADO;8471;SUPERINTENDENCIA ESTADUAL BSB ;9912488471;Ativo;33654831000136;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
RNZ;EXTREMOZ GABINETE PREFEITO - RNZ;9079;SUPERINTENDENCIA ESTADUAL RN  ;9912409079;Ativo;08204497000171;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
EY;(EY-2242) BANCO BRADESCO SA;2242;SUPERINTENDENCIA ESTADUAL SPM ;9912232238;Ativo;60746948000112;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Sim
SXF;FACULDADES OBJETIVO;9332;SUPERINTENDENCIA ESTADUAL SPM ;9912269332;Ativo;43144880000182;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SZM;FALAGATO COMÉRCIO E IMPORTAÇÃO LTDA;2490;SUPERINTENDENCIA ESTADUAL SPI ;9912442490;Cancelado;09496721000290;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SZC;FELSBERG E PEDRETTI ADV E CONSULT LEGAIS;7782;SUPERINTENDENCIA ESTADUAL SPM ;9912417781;Ativo;52566122000143;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
RXP;FEPAM;8086;SUPERINTENDENCIA ESTADUAL RS  ;9912448086;Ativo;93859817000109;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
CEN;FIDAF;3026;SUPERINTENDENCIA ESTADUAL CE  ;9912493026;;23883983000157;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
CFC;FIDAF 2;3027;SUPERINTENDENCIA ESTADUAL CE  ;9912493026;Ativo;31318547000163;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
SSL;FINCH BRASIL;5715;SUPERINTENDENCIA ESTADUAL SPI ;9912571506;Ativo;11498808000167;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SYV;FINCH BRASIL;7150;SUPERINTENDENCIA ESTADUAL SPI ;9912571506;Ativo;11498808000167;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SRD;FINCH BRASIL SOLUÇÕES INTEGRADAS LTDA;1506;SUPERINTENDENCIA ESTADUAL SPI ;9912571506;Ativo;11498808000167;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
FJ;FJ- Governo SC;5607;SUPERINTENDENCIA ESTADUAL SC  ;9912488197;Ativo;82951351000142;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
RJF;FLASH COURIER LTDA;5068;SUPERINTENDENCIA ESTADUAL RJ  ;9912415065;Ativo;73160269000109;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RJD;FLASH COURIER LTDA;5067;SUPERINTENDENCIA ESTADUAL RJ  ;9912415065;Ativo;73160269000109;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
NW;FLASH COURIER LTDA;5065;SUPERINTENDENCIA ESTADUAL RJ  ;9912415065;Ativo;73160269000109;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
NY;FLASH COURIER LTDA;5066;SUPERINTENDENCIA ESTADUAL RJ  ;9912415065;Ativo;73160269000109;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SYU;FLEURY PROMOCAO DE VENDAS EIRELI;6712;SUPERINTENDENCIA ESTADUAL SPM ;9912476712;Suspenso;33617498000195;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SWT;FLEXTEC PEC E EQUIP DE INFORMÁTICA LTDA;3248;SUPERINTENDENCIA ESTADUAL SPM ;9912353248;Ativo;04436785000109;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
GOK;FMT FUNDO MUNICIPAL DE TRANSITO;909;SUPERINTENDENCIA ESTADUAL GO  ;9912599490;Cancelado;20080606000191;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
DFD;FNDE;5617;SUPERINTENDENCIA ESTADUAL BSB ;9912405617;Ativo;00378257000181;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
DFN;FNDE;5628;SUPERINTENDENCIA ESTADUAL BSB ;9912405628;Ativo;00378257000181;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
PFR;FORPONTO INFORM S A;964;SUPERINTENDENCIA ESTADUAL SPM ;9912710964;Ativo;03566605000132;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
CEF;FORTBRASIL ADM CART CREDITO SA;7018;SUPERINTENDENCIA ESTADUAL CE  ;9912347018;Cancelado;02732968000138;Desativado - CDIP/SPM3;Não;Não;0;Ativo;Não
SZN;FOSS DO BRASIL;2500;SUPERINTENDENCIA ESTADUAL SPM ;9912352500;Ativo;10317952000197;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
XF;FRESENIUS MEDICAL CARE LTDA;1358;SUPERINTENDENCIA ESTADUAL SPI ;9912359453;Ativo;01440590000136;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
RXR;FRIGELAR SA;2790;SUPERINTENDENCIA ESTADUAL RS  ;9912262790;Ativo;92660406000119;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
MAF;FUMTRAN;3849;SUPERINTENDENCIA ESTADUAL MA  ;9912528265;Ativo;05917085000190;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
GOY;FUMTRAN DE INHUMAS;1255;SUPERINTENDENCIA ESTADUAL GO  ;9912621255;Cancelado;31054454000179;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
DHF;FUNCEF;806;SUPERINTENDENCIA ESTADUAL BSB ;9912370806;Ativo;00436923000190;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
SDV;FUND CESP;6046;SUPERINTENDENCIA ESTADUAL SPM ;9912260461;Ativo;62465117000106;CDIP/SPM4;Sim;Sim;30;Ativo;Não
MID;FUNDACAO ARAGUARINA DE ED E CULTURA;1860;SUPERINTENDENCIA ESTADUAL MG  ;9912571860;Suspenso;04936994000103;CDIP - Curitiba;Não;Sim;30;Ativo;Não
PED;FUNDAÇÃO CHESF DE ASSISTÊNCIA SOCIAL E S;7719;SUPERINTENDENCIA ESTADUAL PE  ;9912257719;Ativo;42160192000143;Desativado - CDIP/FLN2;Não;Não;0;Ativo;Não
IL;Fundação Itau Social;2889;SUPERINTENDENCIA ESTADUAL SPM ;9912275104;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SYH;FUNDACAO PROCON SP;6300;SUPERINTENDENCIA ESTADUAL SPM ;9912336300;Ativo;57659583000184;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
SN;FUNDAÇÃO SISTEL DE SEGURIDADE SOCIAL;6443;SUPERINTENDENCIA ESTADUAL BSB ;9912286443;Ativo;00493916000120;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
PBO;FUNDO EMPREENDER PB FAE;3842;SUPERINTENDENCIA ESTADUAL PB  ;9912615138;Ativo;13307527000105;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
MSJ;FUNDO ESPECIAL INSTALAÇÃO DESENVL E APER;2114;SUPERINTENDENCIA ESTADUAL MS  ;9912392114;Ativo;05532085000172;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
AMJ;FUNDO MOD REAP P JUDICIARIO EST FUNJEAM;989;SUPERINTENDENCIA ESTADUAL AM  ;9912290989;Ativo;04301769000109;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Sim
TD;FUNDO MUNICIPAL DE TRANSITO DE TOLEDO;63;SUPERINTENDENCIA ESTADUAL PR  ;9912429863;Ativo;08885069000151;CDIP - Curitiba;Não;Sim;180;Ativo;Não
FN;FUNDO MUNICIPAL DE TRANSITO FUMTRAN;9631;SUPERINTENDENCIA ESTADUAL GO  ;9912519631;Ativo;11694100000181;Desativado CDIP/BSB2;Não;Não;;Ativo;Não
PS;Fundo Municipal Trânsito Sta Helena GO;15;SUPERINTENDENCIA ESTADUAL GO  ;9912410907;Cancelado;20080606000191;Desativado CDIP/BSB2;Não;Sim;180;Cancelado;Não
SYZ;FUNERARIA REQUIEM;5826;SUPERINTENDENCIA ESTADUAL SPM ;9912245826;Ativo;87819918000145;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
GOT;FUNTRAN;212;SUPERINTENDENCIA ESTADUAL GO  ;9912410208;Ativo;13749592000190;Desativado CDIP/BSB2;Sim;Sim;180;Ativo;Não
PQ;GAB PREF POÇO REDONDO;2571;SUPERINTENDENCIA ESTADUAL SE  ;9912571293;Ativo;13114004000142;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
DFE;GABINETE DO MINISTRO;7596;SUPERINTENDENCIA ESTADUAL BSB ;9912517596;Ativo;37115383000153;Desativado CDIP/BSB2;Não;Não;180;Ativo;Não
MAX;GABINETE DO PREFEITO;6525;SUPERINTENDENCIA ESTADUAL MA  ;9912716525;Ativo;41479569000169;Desativado CDIP/BSB2;Sim;Não;30;Ativo;Não
CEJ;GABINETE DO PRESIDENTE;4997;SUPERINTENDENCIA ESTADUAL CE  ;9912534997;Ativo;06750525000120;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
CEW;GABINETE DO PRESIDENTE;9505;SUPERINTENDENCIA ESTADUAL CE  ;9912254046;Ativo;09444530000101;Desativado - CDIP/SPM3;Sim;Sim;180;Ativo;Sim
MBG;GABINETE DO PRESIDENTE MG - MBG;2358;SUPERINTENDENCIA ESTADUAL MG  ;9912532358;Ativo;21154877000107;CDIP - Curitiba;Não;Sim;180;Ativo;Não
SSW;GABINETE DO SECRETARIO;454;SUPERINTENDENCIA ESTADUAL SPM ;9912730054;Ativo;56089790002393;CDIP/SPM4;Sim;Sim;30;Ativo;Sim
MGJ;GABINETE DO SECRETARIO MG;3674;SUPERINTENDENCIA ESTADUAL MG  ;9912353674;Ativo;16907746000113;CDIP - Curitiba;Não;Não;0;Ativo;Não
GD;(GD) BANCO DO BRASIL S/A;4984;SUPERINTENDENCIA ESTADUAL BSB ;9912324983;Ativo;00000000000191;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
DGP;GEAP;6943;SUPERINTENDENCIA ESTADUAL BSB ;9912246943;Ativo;03658432000182;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
PEA;GER GERAL DE PROT E DEF DO CONS PROCON;7501;SUPERINTENDENCIA ESTADUAL PE  ;9912467501;Cancelado;21798620000279;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
AMB;GER REG DE ADM DO MGISP AMAZONAS;1941;SUPERINTENDENCIA ESTADUAL AM  ;9912541941;Ativo;00489828008482;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
MAH;GER REG DE ADM DO MGISP MARANHAO;8444;SUPERINTENDENCIA ESTADUAL MA  ;9912518444;Ativo;00489828010622;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
DGM;GER REG DE ADM DO MGISP MATO GROSSO;2300;SUPERINTENDENCIA ESTADUAL MT  ;9912492300;Cancelado;00489828010460;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
ROT;GER REG DE ADM DO MGISP RONDONIA;6963;SUPERINTENDENCIA ESTADUAL RO  ;9912516963;Ativo;00489828008725;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
MSE;GERENCIA REGIONAL DE ADM DO MGISP MS;2962;SUPERINTENDENCIA ESTADUAL MS  ;9912412962;Ativo;00489828010380;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
SPC;GFE DO BRASIL LTDA;1309;SUPERINTENDENCIA ESTADUAL SPI ;9912271309;Ativo;55126981000100;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
STN;GIESECKE DEVRIENT EPAYMENTS BRASIL LTDA;9727;SUPERINTENDENCIA ESTADUAL SPM ;9912479727;Ativo;04400995000309;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RSW;GLOBAL DISTRIBUICAO DE BENS CONSUMO LTDA;9771;SUPERINTENDENCIA ESTADUAL RS  ;9912340791;Ativo;89237911000140;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
RSD;GLOBAL DISTRIBUIÇÃO DE BENS CONSUMO LTDA;791;SUPERINTENDENCIA ESTADUAL RS  ;9912340791;Ativo;89237911000140;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
GOB;GOIATUBA PREF GABINETE DO PREFEITO;6961;SUPERINTENDENCIA ESTADUAL GO  ;9912546961;Ativo;01753722000180;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
GPG;GOINFRA;5949;SUPERINTENDENCIA ESTADUAL GO  ;9912259493;Ativo;03520933000106;Desativado CDIP/BSB2;Sim;Sim;0;Ativo;Não
MIX;GOV VALADARES PREF GABINETE DO PREFEITO;5508;SUPERINTENDENCIA ESTADUAL MG  ;9912585508;Ativo;20622890000180;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
PZO;GRAFICA E EDITORA POSIGRAF PZO;8113;SUPERINTENDENCIA ESTADUAL PR  ;9912448113;Ativo;75104422000106;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
IN;Grupo  ITAU-UNIBANCO;2894;SUPERINTENDENCIA ESTADUAL SPM ;9912275104;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RXW;GRUPO A;7406;SUPERINTENDENCIA ESTADUAL RS  ;9912257406;Ativo;87133666000104;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
PRP;GRUPO LS PONTUAL;9169;SUPERINTENDENCIA ESTADUAL PR  ;9912389169;Ativo;17406402000193;CDIP - Curitiba;Não;Sim;30;Ativo;Não
ESA;GRUPO MRS SERV EMPRESARIAIS EIRELI EPP;3593;SUPERINTENDENCIA ESTADUAL ES  ;9912293593;Ativo;13282814000108;Desativado - CDIP/SPM3;Sim;Sim;180;Ativo;Não
MHU;GRUPO UNICCO;7621;SUPERINTENDENCIA ESTADUAL MG  ;9912407621;Suspenso;09652698000102;CDIP - Curitiba;Não;Sim;180;Ativo;Não
BAU;GUANAMBI PREFEITURA GABINETE DO PREFEITO;9051;SUPERINTENDENCIA ESTADUAL BA  ;9912289051;Ativo;13982640000196;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
MSU;GUANHAES PREFEITURA GABINETE DO PREFEITO;5310;SUPERINTENDENCIA ESTADUAL MG  ;9912415310;Ativo;18307439000127;Desativado - CDIP - Curitiba;Não;Sim;30;Ativo;Não
RK;GV HOLDING S.A. - RODOBENS;1172;SUPERINTENDENCIA ESTADUAL SPI ;9912381172;Ativo;59981829000165;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SRT;GVC GERACAO DE VALOR EM COBRANCA LTDA;3160;SUPERINTENDENCIA ESTADUAL SPI ;9912623160;Ativo;05911608000191;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
SXO;HANDLE COMERCIO EQUIPAMENTOS MEDICOS SA;819;SUPERINTENDENCIA ESTADUAL SPI ;9912300819;Ativo;54756242000139;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
SQZ;HANNA INSTRUMENTS BRASIL IMPORT E EXP LT;7651;SUPERINTENDENCIA ESTADUAL SPM ;9912297651;Ativo;07175849000145;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
ON;HAPVIDA ASSISTENCIA MEDICA LTDA;4048;SUPERINTENDENCIA ESTADUAL CE  ;9912314048;Ativo;63554067000198;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
ZN;HARPIA CONSULTORIA EMPRESARIAL LTDA - ME;2289;SUPERINTENDENCIA ESTADUAL PR  ;9912402289;Ativo;10999476000131;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
SZR;HENRICOURT PROD. INF. NOVA ERA LTDA ME;3767;SUPERINTENDENCIA ESTADUAL SPM ;9912433767;Ativo;11067368000193;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
MBH;HIPROMED PRODUTOS MEDICOS;4308;SUPERINTENDENCIA ESTADUAL MG  ;9912484308;Ativo;32311246000170;CDIP - Curitiba;Não;Sim;180;Ativo;Não
SRC;HU BRASIL;2599;SUPERINTENDENCIA ESTADUAL SPM ;9912592599;Ativo;47078881000127;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
HW;(HW-2891) ITAU ENCERRAMENTO DE CONTAS;2891;SUPERINTENDENCIA ESTADUAL SPM ;9912275104;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
HX;(HX-2892) ITAU RETENÇÃO;2892;SUPERINTENDENCIA ESTADUAL SPM ;9912257207;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
IB;IBAMA;8142;SUPERINTENDENCIA ESTADUAL BSB ;9912368964;Ativo;03659166000102;Desativado CDIP/BSB2;Sim;Não;180;Ativo;Sim
DFB;ICMBIO SEDE;5527;SUPERINTENDENCIA ESTADUAL BSB ;9912535527;Cancelado;08829974000275;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
MII;ICOM DO BRASIL RADIOCOMUNICACAO LTDA;1488;SUPERINTENDENCIA ESTADUAL MG  ;9912381488;Ativo;15554813000109;CDIP - Curitiba;Não;Sim;180;Ativo;Não
MIM;IFET DO SUDESTE DE MINAS GERAIS;3135;SUPERINTENDENCIA ESTADUAL MG  ;9912513135;Suspenso;10723648000140;CDIP - Curitiba;Não;Sim;30;Ativo;Não
SSV;IGUA SANEAMENTO S A;9586;SUPERINTENDENCIA ESTADUAL SPM ;9912639586;Ativo;08159965000133;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
BAW;ILHEUS PREFEITURA GABINETE DO PREFEITO;6775;SUPERINTENDENCIA ESTADUAL BA  ;9912486775;Ativo;13672597000162;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
AMI;IMTRANS;5022;SUPERINTENDENCIA ESTADUAL AM  ;9912555022;Cancelado;13185634000108;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
AMA;IMTTI;1451;SUPERINTENDENCIA ESTADUAL AM  ;9912511451;Cancelado;14299649000160;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
PRR;INCABRAS CARIMBOS BRASIL LTDA;7598;SUPERINTENDENCIA ESTADUAL PR  ;9912407598;Ativo;77375962000150;CDIP - Curitiba;Não;Não;0;Ativo;Não
IS;INCENTIVALE MKT DE INCENTIVO LTDA;6361;SUPERINTENDENCIA ESTADUAL SPM ;9912286361;Ativo;13485926000166;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SZW;IND GRAF BRASILEIRA LTDA;2054;SUPERINTENDENCIA ESTADUAL SPM ;9912352054;Ativo;61418141000113;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RKL;INFANTILITA LTDA - RKL;1998;SUPERINTENDENCIA ESTADUAL PR  ;9912471998;Ativo;08610864000137;CDIP - Curitiba;Não;Sim;180;Ativo;Não
IX;INNOVARE-ADM. EM RECUPERAÇÃO E FALENCIAS;5950;SUPERINTENDENCIA ESTADUAL SC  ;9912385950;Ativo;21828338000106;Desativado - CDIP/FLN2;Não;Não;0;Ativo;Não
RJR;INST CIENCIA HOJE ICH;441;SUPERINTENDENCIA ESTADUAL RJ  ;9912370441;Ativo;05197970000142;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
ESM;INST EST M AMBIEN REC HIDRICOS IEMA;9988;SUPERINTENDENCIA ESTADUAL ES  ;9912409988;Ativo;05200358000181;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
ID;INST. NACIONAL DE ESTUDOS E PESQUISAS;5534;SUPERINTENDENCIA ESTADUAL BSB ;9912335534;Ativo;01678363000143;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
PZG;INSTITUTO AGUA E TERRA PR;1080;SUPERINTENDENCIA ESTADUAL PR  ;9912491080;Cancelado;68596162000178;CDIP - Curitiba;Não;Sim;30;Ativo;Não
IZ;INSTITUTO DE MEIO AMBIENTE DE MS;6874;SUPERINTENDENCIA ESTADUAL MS  ;9912537996;Ativo;02386443000198;CDIP - Curitiba;Não;Não;0;Ativo;Não
MHI;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;6292;SUPERINTENDENCIA ESTADUAL MG  ;9912516292;Ativo;10695891000100;CDIP - Curitiba;Não;Sim;30;Ativo;Não
STE;INSTRUTEMP;8602;SUPERINTENDENCIA ESTADUAL SPM ;9912318602;Ativo;03996661000107;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SCF;INTELBRAS SA IND TELECE ELETR BRASILEIRA;2295;SUPERINTENDENCIA ESTADUAL SC  ;9912292295;Ativo;82901000000127;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
MGL;INTERLOG LOGISTICA DISTRIB E SERVICOS LT;7445;SUPERINTENDENCIA ESTADUAL MG  ;9912247445;Ativo;08957212000173;CDIP - Curitiba;Não;Sim;30;Ativo;Não
SPA;IPACKING LOGISTICA LTDA ME;2653;SUPERINTENDENCIA ESTADUAL SPM ;9912392653;Cancelado;24102482000159;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
PFG;IPEM PE;2903;SUPERINTENDENCIA ESTADUAL PE  ;9912600329;Ativo;10975589000105;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
GPI;IPORA PREF GABINETE DO PREFEITO;177;SUPERINTENDENCIA ESTADUAL GO  ;9912520177;Ativo;01157536000188;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
FS;IPSM;6340;SUPERINTENDENCIA ESTADUAL MG  ;9912366340;Ativo;17444779000137;CDIP - Curitiba;Sim;Não;0;Ativo;Não
IR;(IR-6126)CREFISA SA CRED FINANC E INVES;6126;SUPERINTENDENCIA ESTADUAL SPM ;01436900;;60779196000196;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SSS;ISTECH SERVICOS;7762;SUPERINTENDENCIA ESTADUAL SPM ;9912407762;Ativo;04416977000145;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
BBI;ITABUNA PREFEITURA GABINETE DO PREFEITO;7226;SUPERINTENDENCIA ESTADUAL BA  ;9912347226;Ativo;14147490000168;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SYX;ITAQUAQUECETUBA GABINETE PREFEITO;4661;SUPERINTENDENCIA ESTADUAL SPM ;9912554661;Ativo;46316600000164;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
STS;ITARIRI GABINETE PREFEITO;4121;SUPERINTENDENCIA ESTADUAL SPM ;9912274120;Ativo;46578522000176;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
RYJ;ITATIAIA PREFEITURA;1190;SUPERINTENDENCIA ESTADUAL RJ  ;9912591190;Ativo;31846892000170;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
SZG;ITAÚ - PRINT LASER;2572;SUPERINTENDENCIA ESTADUAL SPM ;9912257207;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
IP;ITAÚ UNIBANCO PERSONALITE;7207;SUPERINTENDENCIA ESTADUAL SPM ;9912257207;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
XT;ITAU UNIBANCO S A;7208;SUPERINTENDENCIA ESTADUAL SPM ;9912257207;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SYQ;ITAÚ UNIBANCO S.A;2257;SUPERINTENDENCIA ESTADUAL SPM ;9912257207;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SQC;Itaú-Unibanco  Finch;2228;SUPERINTENDENCIA ESTADUAL SPM ;9912275104;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
TV;IT2B;7552;SUPERINTENDENCIA ESTADUAL SPM ;9912357552;Ativo;04392420000200;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
SRR;IVISA RIO;7866;SUPERINTENDENCIA ESTADUAL RJ  ;9912617865;Ativo;44664428000104;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
RXG;JAFFCARD;9926;SUPERINTENDENCIA ESTADUAL RS  ;9912269926;Ativo;08377932000160;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Sim
JF;(JF-497) Tribunal de Justiça SPM;497;SUPERINTENDENCIA ESTADUAL SPM ;9912260497;Ativo;51174001000193;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
MIJ;JOAO MONLEVADE;7663;SUPERINTENDENCIA ESTADUAL MG  ;9912447663;Ativo;18401059000157;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
SPT;JOHNSON JOHNSON BR IND COM PROD SAU LTDA;5132;SUPERINTENDENCIA ESTADUAL SPI ;9912325132;Ativo;54516661004000;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
STB;JUNDIAI GABINETE PREFEITO;329;SUPERINTENDENCIA ESTADUAL SPI ;9912270329;Ativo;45780103000150;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
